library_name,test_case_id,success,detection_time_ms,barcodes_detected,barcodes_expected,error_message,additional_metrics
ZXing_Cpp,angled_034,True,11.765600007493049,1,1,,"{'detection_time_api_ms': 11.68689999030903, 'barcode_data': [{'data': '2000000000343', 'type': 'EAN13', 'quality': 1.0, 'position': {'x': 324, 'y': 466, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_034', 'image_path': 'generated_dataset\\angled_barcodes\\angled_034_angle75.png', 'barcode_data': ['200000000034'], 'barcode_types': ['EAN13'], 'rotation_angle': 75, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_035,True,10.663299995940179,1,1,,"{'detection_time_api_ms': 10.578100045677274, 'barcode_data': [{'data': 'https://example.com/angled/15/0035', 'type': 'QRCode', 'quality': 1.0, 'position': {'x': 256, 'y': 217, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_035', 'image_path': 'generated_dataset\\angled_barcodes\\angled_035_angle15.png', 'barcode_data': ['https://example.com/angled/15/0035'], 'barcode_types': ['QR_CODE'], 'rotation_angle': 15, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_036,False,12.634499988052994,0,1,,"{'detection_time_api_ms': 12.573799991514534, 'barcode_data': [], 'test_metadata': {'test_id': 'angled_036', 'image_path': 'generated_dataset\\angled_barcodes\\angled_036_angle30.png', 'barcode_data': ['ANGLE300036'], 'barcode_types': ['CODE128'], 'rotation_angle': 30, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_037,False,12.887599994428456,0,1,,"{'detection_time_api_ms': 12.816900038160384, 'barcode_data': [], 'test_metadata': {'test_id': 'angled_037', 'image_path': 'generated_dataset\\angled_barcodes\\angled_037_angle45.png', 'barcode_data': ['ANGLED037'], 'barcode_types': ['CODE39'], 'rotation_angle': 45, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_038,False,11.887200002092868,0,1,,"{'detection_time_api_ms': 11.835300014354289, 'barcode_data': [], 'test_metadata': {'test_id': 'angled_038', 'image_path': 'generated_dataset\\angled_barcodes\\angled_038_angle60.png', 'barcode_data': ['200000000038'], 'barcode_types': ['EAN13'], 'rotation_angle': 60, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_039,True,9.647300001233816,1,1,,"{'detection_time_api_ms': 9.586400003172457, 'barcode_data': [{'data': 'https://example.com/angled/75/0039', 'type': 'QRCode', 'quality': 1.0, 'position': {'x': 256, 'y': 383, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_039', 'image_path': 'generated_dataset\\angled_barcodes\\angled_039_angle75.png', 'barcode_data': ['https://example.com/angled/75/0039'], 'barcode_types': ['QR_CODE'], 'rotation_angle': 75, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_040,True,11.87950000166893,1,1,,"{'detection_time_api_ms': 11.786900053266436, 'barcode_data': [{'data': 'ANGLE150040', 'type': 'Code128', 'quality': 1.0, 'position': {'x': 214, 'y': 217, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_040', 'image_path': 'generated_dataset\\angled_barcodes\\angled_040_angle15.png', 'barcode_data': ['ANGLE150040'], 'barcode_types': ['CODE128'], 'rotation_angle': 15, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_041,False,14.31390002835542,0,1,,"{'detection_time_api_ms': 14.244500023778528, 'barcode_data': [], 'test_metadata': {'test_id': 'angled_041', 'image_path': 'generated_dataset\\angled_barcodes\\angled_041_angle30.png', 'barcode_data': ['ANGLED041'], 'barcode_types': ['CODE39'], 'rotation_angle': 30, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_042,False,12.305399985052645,0,1,,"{'detection_time_api_ms': 12.22759997472167, 'barcode_data': [], 'test_metadata': {'test_id': 'angled_042', 'image_path': 'generated_dataset\\angled_barcodes\\angled_042_angle45.png', 'barcode_data': ['200000000042'], 'barcode_types': ['EAN13'], 'rotation_angle': 45, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
ZXing_Cpp,angled_043,True,11.236999998800457,1,1,,"{'detection_time_api_ms': 11.166199983563274, 'barcode_data': [{'data': 'https://example.com/angled/60/0043', 'type': 'QRCode', 'quality': 1.0, 'position': {'x': 239, 'y': 343, 'width': 0, 'height': 0}}], 'test_metadata': {'test_id': 'angled_043', 'image_path': 'generated_dataset\\angled_barcodes\\angled_043_angle60.png', 'barcode_data': ['https://example.com/angled/60/0043'], 'barcode_types': ['QR_CODE'], 'rotation_angle': 60, 'barcode_count': 1, 'test_type': 'angled', 'difficulty': 'medium', 'focus_area': 'angled_barcode_performance'}}"
